age_category,birth_institution,Country,sex
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
young_adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,M
young_adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,M
young_adult,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
young_adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
young_adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
young_adult,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
young_adult,Duke Lemur Center,United States of America,F
young_adult,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,M
young_adult,Duke Lemur Center,United States of America,M
young_adult,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,M
young_adult,Duke Lemur Center,United States of America,M
young_adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,M
young_adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,M
young_adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,F
young_adult,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
young_adult,Duke Lemur Center,United States of America,F
young_adult,Duke Lemur Center,United States of America,M
young_adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
adult,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
young_adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,F
young_adult,Duke Lemur Center,United States of America,F
young_adult,Duke Lemur Center,United States of America,F
IJ,Duke Lemur Center,United States of America,M
IJ,Duke Lemur Center,United States of America,F
young_adult,Duke Lemur Center,United States of America,F
young_adult,Duke Lemur Center,United States of America,F
young_adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
adult,Duke Lemur Center,United States of America,F
